priority,level,lesson_code,lesson_title,asset_type,speed,file_name,storage_path,text_nl,notes
"P2","A1","A1-07","Casa e rotina","dialogue","natural","a1-07-mini-dialogue.native.nl.mp3","audio/A1-07/dialogues/a1-07-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Ik woon in Den Haag. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Ik sta om zeven uur op. / Aluno: Dank u wel. Ik woon in Den Haag. Ik sta om zeven uur op. Ik ben thuis.","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-08","Compras basicas","word","natural","brood.native.nl.mp3","audio/A1-08/words/brood.native.nl.mp3","brood","Record isolated word clearly"
"P2","A1","A1-08","Compras basicas","word","natural","melk.native.nl.mp3","audio/A1-08/words/melk.native.nl.mp3","melk","Record isolated word clearly"
"P2","A1","A1-08","Compras basicas","word","natural","kaas.native.nl.mp3","audio/A1-08/words/kaas.native.nl.mp3","kaas","Record isolated word clearly"
"P2","A1","A1-08","Compras basicas","word","natural","prijs.native.nl.mp3","audio/A1-08/words/prijs.native.nl.mp3","prijs","Record isolated word clearly"
"P2","A1","A1-08","Compras basicas","word","natural","kassa.native.nl.mp3","audio/A1-08/words/kassa.native.nl.mp3","kassa","Record isolated word clearly"
"P2","A1","A1-08","Compras basicas","word","natural","pin.native.nl.mp3","audio/A1-08/words/pin.native.nl.mp3","pin","Record isolated word clearly"
"P2","A1","A1-08","Compras basicas","word","natural","contant.native.nl.mp3","audio/A1-08/words/contant.native.nl.mp3","contant","Record isolated word clearly"
"P2","A1","A1-08","Compras basicas","word","natural","bon.native.nl.mp3","audio/A1-08/words/bon.native.nl.mp3","bon","Record isolated word clearly"
"P2","A1","A1-08","Compras basicas","phrase","slow","ik-wil-brood-kopen.slow.native.nl.mp3","audio/A1-08/phrases/ik-wil-brood-kopen.slow.native.nl.mp3","Ik wil brood kopen.","Record slowly, with clear pauses."
"P2","A1","A1-08","Compras basicas","phrase","natural","ik-wil-brood-kopen.native.nl.mp3","audio/A1-08/phrases/ik-wil-brood-kopen.native.nl.mp3","Ik wil brood kopen.","Record at natural Dutch speed."
"P2","A1","A1-08","Compras basicas","phrase","slow","hoeveel-kost-dat.slow.native.nl.mp3","audio/A1-08/phrases/hoeveel-kost-dat.slow.native.nl.mp3","Hoeveel kost dat?","Record slowly, with clear pauses."
"P2","A1","A1-08","Compras basicas","phrase","natural","hoeveel-kost-dat.native.nl.mp3","audio/A1-08/phrases/hoeveel-kost-dat.native.nl.mp3","Hoeveel kost dat?","Record at natural Dutch speed."
"P2","A1","A1-08","Compras basicas","phrase","slow","ik-betaal-met-pin.slow.native.nl.mp3","audio/A1-08/phrases/ik-betaal-met-pin.slow.native.nl.mp3","Ik betaal met pin.","Record slowly, with clear pauses."
"P2","A1","A1-08","Compras basicas","phrase","natural","ik-betaal-met-pin.native.nl.mp3","audio/A1-08/phrases/ik-betaal-met-pin.native.nl.mp3","Ik betaal met pin.","Record at natural Dutch speed."
"P2","A1","A1-08","Compras basicas","phrase","slow","heeft-u-een-bon-nodig.slow.native.nl.mp3","audio/A1-08/phrases/heeft-u-een-bon-nodig.slow.native.nl.mp3","Heeft u een bon nodig?","Record slowly, with clear pauses."
"P2","A1","A1-08","Compras basicas","phrase","natural","heeft-u-een-bon-nodig.native.nl.mp3","audio/A1-08/phrases/heeft-u-een-bon-nodig.native.nl.mp3","Heeftu 'n bon nodig?","Record at natural Dutch speed."
"P2","A1","A1-08","Compras basicas","phrase","slow","alstublieft-dank-u-wel.slow.native.nl.mp3","audio/A1-08/phrases/alstublieft-dank-u-wel.slow.native.nl.mp3","Alstublieft, dank u wel.","Record slowly, with clear pauses."
"P2","A1","A1-08","Compras basicas","phrase","natural","alstublieft-dank-u-wel.native.nl.mp3","audio/A1-08/phrases/alstublieft-dank-u-wel.native.nl.mp3","Alsjeblieft/dankuwel.","Record at natural Dutch speed."
"P2","A1","A1-08","Compras basicas","dialogue","natural","a1-08-mini-dialogue.native.nl.mp3","audio/A1-08/dialogues/a1-08-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Ik wil brood kopen. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Hoeveel kost dat? / Aluno: Dank u wel. Ik wil brood kopen. Hoeveel kost dat? Ik betaal met pin.","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-09","Transporte basico","word","natural","trein.native.nl.mp3","audio/A1-09/words/trein.native.nl.mp3","trein","Record isolated word clearly"
"P2","A1","A1-09","Transporte basico","word","natural","bus.native.nl.mp3","audio/A1-09/words/bus.native.nl.mp3","bus","Record isolated word clearly"
"P2","A1","A1-09","Transporte basico","word","natural","station.native.nl.mp3","audio/A1-09/words/station.native.nl.mp3","station","Record isolated word clearly"
"P2","A1","A1-09","Transporte basico","word","natural","perron.native.nl.mp3","audio/A1-09/words/perron.native.nl.mp3","perron","Record isolated word clearly"
"P2","A1","A1-09","Transporte basico","word","natural","kaartje.native.nl.mp3","audio/A1-09/words/kaartje.native.nl.mp3","kaartje","Record isolated word clearly"
"P2","A1","A1-09","Transporte basico","word","natural","vertraging.native.nl.mp3","audio/A1-09/words/vertraging.native.nl.mp3","vertraging","Record isolated word clearly"
"P2","A1","A1-09","Transporte basico","word","natural","richting.native.nl.mp3","audio/A1-09/words/richting.native.nl.mp3","richting","Record isolated word clearly"
"P2","A1","A1-09","Transporte basico","word","natural","halte.native.nl.mp3","audio/A1-09/words/halte.native.nl.mp3","halte","Record isolated word clearly"
"P2","A1","A1-09","Transporte basico","phrase","slow","gaat-deze-trein-naar-amsterdam.slow.native.nl.mp3","audio/A1-09/phrases/gaat-deze-trein-naar-amsterdam.slow.native.nl.mp3","Gaat deze trein naar Amsterdam?","Record slowly, with clear pauses."
"P2","A1","A1-09","Transporte basico","phrase","natural","gaat-deze-trein-naar-amsterdam.native.nl.mp3","audio/A1-09/phrases/gaat-deze-trein-naar-amsterdam.native.nl.mp3","Gaat deze trein naar Amsterdam?","Record at natural Dutch speed."
"P2","A1","A1-09","Transporte basico","phrase","slow","waar-is-het-station.slow.native.nl.mp3","audio/A1-09/phrases/waar-is-het-station.slow.native.nl.mp3","Waar is het station?","Record slowly, with clear pauses."
"P2","A1","A1-09","Transporte basico","phrase","natural","waar-is-het-station.native.nl.mp3","audio/A1-09/phrases/waar-is-het-station.native.nl.mp3","Waar is 't station?","Record at natural Dutch speed."
"P2","A1","A1-09","Transporte basico","phrase","slow","de-bus-is-te-laat.slow.native.nl.mp3","audio/A1-09/phrases/de-bus-is-te-laat.slow.native.nl.mp3","De bus is te laat.","Record slowly, with clear pauses."
"P2","A1","A1-09","Transporte basico","phrase","natural","de-bus-is-te-laat.native.nl.mp3","audio/A1-09/phrases/de-bus-is-te-laat.native.nl.mp3","De bus is te laat.","Record at natural Dutch speed."
"P2","A1","A1-09","Transporte basico","phrase","slow","ik-heb-een-kaartje.slow.native.nl.mp3","audio/A1-09/phrases/ik-heb-een-kaartje.slow.native.nl.mp3","Ik heb een kaartje.","Record slowly, with clear pauses."
"P2","A1","A1-09","Transporte basico","phrase","natural","ik-heb-een-kaartje.native.nl.mp3","audio/A1-09/phrases/ik-heb-een-kaartje.native.nl.mp3","Ik heb 'n kaartje.","Record at natural Dutch speed."
"P2","A1","A1-09","Transporte basico","phrase","slow","op-welk-perron.slow.native.nl.mp3","audio/A1-09/phrases/op-welk-perron.slow.native.nl.mp3","Op welk perron?","Record slowly, with clear pauses."
"P2","A1","A1-09","Transporte basico","phrase","natural","op-welk-perron.native.nl.mp3","audio/A1-09/phrases/op-welk-perron.native.nl.mp3","Op welk perron?","Record at natural Dutch speed."
"P2","A1","A1-09","Transporte basico","dialogue","natural","a1-09-mini-dialogue.native.nl.mp3","audio/A1-09/dialogues/a1-09-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Gaat deze trein naar Amsterdam? / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Waar is het station? / Aluno: Dank u wel. Gaat deze trein naar Amsterdam? Op welk perron?","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-10","Revisao A1","word","natural","uzelf.native.nl.mp3","audio/A1-10/words/uzelf.native.nl.mp3","uzelf","Record isolated word clearly"
"P2","A1","A1-10","Revisao A1","word","natural","werk.native.nl.mp3","audio/A1-10/words/werk.native.nl.mp3","werk","Record isolated word clearly"
"P2","A1","A1-10","Revisao A1","word","natural","formulier.native.nl.mp3","audio/A1-10/words/formulier.native.nl.mp3","formulier","Record isolated word clearly"
"P2","A1","A1-10","Revisao A1","word","natural","gezin.native.nl.mp3","audio/A1-10/words/gezin.native.nl.mp3","gezin","Record isolated word clearly"
"P2","A1","A1-10","Revisao A1","word","natural","boodschappen.native.nl.mp3","audio/A1-10/words/boodschappen.native.nl.mp3","boodschappen","Record isolated word clearly"
"P2","A1","A1-10","Revisao A1","word","natural","route.native.nl.mp3","audio/A1-10/words/route.native.nl.mp3","route","Record isolated word clearly"
"P2","A1","A1-10","Revisao A1","word","natural","vandaag.native.nl.mp3","audio/A1-10/words/vandaag.native.nl.mp3","vandaag","Record isolated word clearly"
"P2","A1","A1-10","Revisao A1","word","natural","morgen.native.nl.mp3","audio/A1-10/words/morgen.native.nl.mp3","morgen","Record isolated word clearly"
"P2","A1","A1-10","Revisao A1","phrase","slow","vertel-iets-over-uzelf.slow.native.nl.mp3","audio/A1-10/phrases/vertel-iets-over-uzelf.slow.native.nl.mp3","Vertel iets over uzelf.","Record slowly, with clear pauses."
"P2","A1","A1-10","Revisao A1","phrase","natural","vertel-iets-over-uzelf.native.nl.mp3","audio/A1-10/phrases/vertel-iets-over-uzelf.native.nl.mp3","Vertel iets over uzelf.","Record at natural Dutch speed."
"P2","A1","A1-10","Revisao A1","phrase","slow","ik-woon-in-nederland-en-ik-werk-vandaag.slow.native.nl.mp3","audio/A1-10/phrases/ik-woon-in-nederland-en-ik-werk-vandaag.slow.native.nl.mp3","Ik woon in Nederland en ik werk vandaag.","Record slowly, with clear pauses."
"P2","A1","A1-10","Revisao A1","phrase","natural","ik-woon-in-nederland-en-ik-werk-vandaag.native.nl.mp3","audio/A1-10/phrases/ik-woon-in-nederland-en-ik-werk-vandaag.native.nl.mp3","Ik woon in Nederland en ik werk vandaag.","Record at natural Dutch speed."
"P2","A1","A1-10","Revisao A1","phrase","slow","ik-heb-het-formulier-en-een-kaartje.slow.native.nl.mp3","audio/A1-10/phrases/ik-heb-het-formulier-en-een-kaartje.slow.native.nl.mp3","Ik heb het formulier en een kaartje.","Record slowly, with clear pauses."
"P2","A1","A1-10","Revisao A1","phrase","natural","ik-heb-het-formulier-en-een-kaartje.native.nl.mp3","audio/A1-10/phrases/ik-heb-het-formulier-en-een-kaartje.native.nl.mp3","Ik heb 't formulier en 'n kaartje.","Record at natural Dutch speed."
"P2","A1","A1-10","Revisao A1","phrase","slow","mijn-gezin-woont-hier.slow.native.nl.mp3","audio/A1-10/phrases/mijn-gezin-woont-hier.slow.native.nl.mp3","Mijn gezin woont hier.","Record slowly, with clear pauses."
"P2","A1","A1-10","Revisao A1","phrase","natural","mijn-gezin-woont-hier.native.nl.mp3","audio/A1-10/phrases/mijn-gezin-woont-hier.native.nl.mp3","M'n gezin woont hier.","Record at natural Dutch speed."
"P2","A1","A1-10","Revisao A1","phrase","slow","kunt-u-de-route-herhalen.slow.native.nl.mp3","audio/A1-10/phrases/kunt-u-de-route-herhalen.slow.native.nl.mp3","Kunt u de route herhalen?","Record slowly, with clear pauses."
"P2","A1","A1-10","Revisao A1","phrase","natural","kunt-u-de-route-herhalen.native.nl.mp3","audio/A1-10/phrases/kunt-u-de-route-herhalen.native.nl.mp3","Kuntu de route herhalen?","Record at natural Dutch speed."
"P2","A1","A1-10","Revisao A1","dialogue","natural","a1-10-mini-dialogue.native.nl.mp3","audio/A1-10/dialogues/a1-10-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Vertel iets over uzelf. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Ik woon in Nederland en ik werk vandaag. / Aluno: Dank u wel. Ik ben Henrique. Ik woon in Nederland en ik leer Nederlands.","Record as a short two-person dialogue with natural interaction"
